Gene;State;Pct;Expression
PBANKA_1336900;schizont;0,15;5,62
PBANKA_1337000;schizont;0,42;5,99
PBANKA_1337100;schizont;0,15;5,85
PBANKA_1337200;schizont;0,5;7,44
PBANKA_1337300;schizont;0,31;7,19
PBANKA_1337400;schizont;0,15;4,97
PBANKA_1337500;schizont;0,36;5,7
PBANKA_1337600;schizont;0,14;5,04
PBANKA_1337700;schizont;0,02;4,78
PBANKA_1337800;schizont;0,18;6,06
PBANKA_1337900;schizont;0,02;2,32
PBANKA_1338000;schizont;0,04;4,21
PBANKA_1338100;schizont;0,2;3,77
PBANKA_1338200;schizont;0,1;5,1
PBANKA_1338300;schizont;0,24;7,52
PBANKA_1338400;schizont;0,06;4,43
PBANKA_1338500;schizont;0,02;4,17
PBANKA_1338600;schizont;0,74;6,64
PBANKA_1338700;schizont;0,5;7,15
PBANKA_1338800;schizont;0,08;4,35
PBANKA_1338900;schizont;0,82;9,4
PBANKA_1339000;schizont;0,43;5,56
PBANKA_1339100;schizont;0,35;5,78
PBANKA_1339200;schizont;0,19;5,22
PBANKA_1339300;schizont;0,05;4,3
PBANKA_1339400;schizont;0,41;6,18
PBANKA_1339500;schizont;0,3;5,3
PBANKA_1339600;schizont;0,25;5,66
PBANKA_1339700;schizont;0,11;5,44
PBANKA_1339800;schizont;0,24;5,15
PBANKA_1339900;schizont;0,37;6,92
PBANKA_1340000;schizont;0;5,25
PBANKA_1340100;schizont;0,36;7,6
PBANKA_1340200;schizont;0,01;7,39
PBANKA_1340300;schizont;0,15;7,46
PBANKA_1340400;schizont;0,07;3,6
PBANKA_1340500;schizont;0,21;6,81
PBANKA_1340600;schizont;0,04;4,98
PBANKA_1340700;schizont;0,16;5,6
PBANKA_1340800;schizont;0,35;5,63
PBANKA_1340900;schizont;0,04;4,5
PBANKA_1341000;schizont;0,26;5,29
PBANKA_1341100;schizont;0,69;7,29
PBANKA_1341200;schizont;0,44;6,43
PBANKA_1341300;schizont;0,18;5,21
PBANKA_1341400;schizont;0,04;3,38
PBANKA_1341500;schizont;0,11;6,09
PBANKA_1341600;schizont;0,07;5,92
PBANKA_1341700;schizont;0,09;3,96
PBANKA_1341800;schizont;0,3;5,32
PBANKA_1341900;schizont;0,2;5,43
PBANKA_1342000;schizont;0,17;5,67
PBANKA_1342100;schizont;0,06;3,74
PBANKA_1342200;schizont;0,14;5,38
PBANKA_1342300;schizont;0,16;3,04
PBANKA_1342400;schizont;0,4;6,38
PBANKA_1342500;schizont;0,69;8,43
PBANKA_1342600;schizont;0,39;4,58
PBANKA_1342700;schizont;0,42;5,36
PBANKA_1342800;schizont;0,43;7,37
PBANKA_1342900;schizont;0,05;4,42
PBANKA_1343000;schizont;0,3;7,64
PBANKA_1343100;schizont;0,01;4,66
PBANKA_1343200;schizont;0,28;6,33
PBANKA_1343300;schizont;0,15;6,37
PBANKA_1343400;schizont;0,5;7,18
PBANKA_1343500;schizont;0,7;7,96
PBANKA_1343600;schizont;0,02;5,13
PBANKA_1343700;schizont;0,04;2,88
PBANKA_1343750;schizont;0,31;5,08
PBANKA_1343800;schizont;0,08;5,01
PBANKA_1343900;schizont;0,09;4,8
PBANKA_1344000;schizont;0,2;5,49
PBANKA_1344100;schizont;0,25;5,69
PBANKA_1344200;schizont;0,05;4,22
PBANKA_1344300;schizont;0,31;6,11
PBANKA_1344400;schizont;0,67;8,13
PBANKA_1344500;schizont;0,63;8,05
PBANKA_1344600;schizont;0,61;5,92
PBANKA_1344700;schizont;0,22;6,91
PBANKA_1344800;schizont;0,38;5,49
PBANKA_1344900;schizont;0,17;4,78
PBANKA_1345000;schizont;0,09;4,78
PBANKA_1345100;schizont;0,06;4,15
PBANKA_1345200;schizont;0,15;3,75
PBANKA_1345300;schizont;0,25;6,41
PBANKA_1345400;schizont;0,67;7,87
PBANKA_1345500;schizont;0,4;6,38
PBANKA_1345600;schizont;0,02;5,3
PBANKA_1345700;schizont;0,09;5,05
PBANKA_1345800;schizont;0,47;6,25
PBANKA_1345850;schizont;0,08;3,06
PBANKA_1345900;schizont;0,6;7,41
PBANKA_1346000;schizont;0,1;5,01
PBANKA_1346100;schizont;0,2;6,16
PBANKA_1346200;schizont;0,07;6,66
PBANKA_1346300;schizont;0,15;4,66
PBANKA_1346400;schizont;0,48;7,08
PBANKA_1346500;schizont;0,3;7,08
PBANKA_1346600;schizont;0,07;5,75
PBANKA_1346700;schizont;0,53;7,77
PBANKA_1346750;schizont;0,09;4,74
PBANKA_1346800;schizont;0,14;5,35
PBANKA_1346900;schizont;0,14;5,76
PBANKA_1347000;schizont;0,64;8,84
PBANKA_1347100;schizont;0,01;2,15
PBANKA_1347200;schizont;0,19;5,31
PBANKA_1347300;schizont;0;7,41
PBANKA_1347400;schizont;0,11;4,91
PBANKA_1347500;schizont;0,06;4,86
PBANKA_1347600;schizont;0,14;6,12
PBANKA_1347700;schizont;0,19;6,11
PBANKA_1347800;schizont;0,14;6,27
PBANKA_1347900;schizont;0,23;5,63
PBANKA_1348000;schizont;0,03;6,3
PBANKA_1348100;schizont;0,04;5,62
PBANKA_1348200;schizont;0,08;5,53
PBANKA_1348300;schizont;0,55;7,14
PBANKA_1348400;schizont;0,43;7,45
PBANKA_1348500;schizont;0,06;5,03
PBANKA_1348600;schizont;0,54;5,96
PBANKA_1348700;schizont;0,19;4,53
PBANKA_1348800;schizont;0,07;4,15
PBANKA_1348900;schizont;0,06;3,71
PBANKA_1349000;schizont;0,75;10,08
PBANKA_1349100;schizont;0,8;10,52
PBANKA_1349200;schizont;0,55;8,07
PBANKA_1349300;schizont;0,05;4
PBANKA_1349400;schizont;0,02;2,49
PBANKA_1349500;schizont;0,27;5,48
PBANKA_1349600;schizont;0,21;4,49
PBANKA_1349700;schizont;0,13;5,13
PBANKA_1349800;schizont;0,06;5,95
PBANKA_1349900;schizont;0,3;6,68
PBANKA_1350000;schizont;0,08;4,63
PBANKA_1350100;schizont;0,35;5,39
PBANKA_1350200;schizont;0,07;3,59
PBANKA_1350300;schizont;0,31;6,11
PBANKA_1350350;schizont;0;2,36
PBANKA_1350400;schizont;0,11;5,93
PBANKA_1350500;schizont;0,45;7,58
PBANKA_1350600;schizont;0,07;4,9
PBANKA_1350700;schizont;0,03;4,21
PBANKA_1350800;schizont;0,1;5,04
PBANKA_1350900;schizont;0,11;4,77
PBANKA_1351000;schizont;0,55;7,85
PBANKA_1351100;schizont;0,29;4,74
PBANKA_1351200;schizont;0,11;4,69
PBANKA_1351300;schizont;0,48;6,74
PBANKA_1351351;schizont;0,18;4,67
PBANKA_1351400;schizont;0,43;7,8
PBANKA_1351500;schizont;0,62;6,49
PBANKA_1351600;schizont;0,11;4,8
PBANKA_1351700;schizont;0,44;6,98
PBANKA_1351800;schizont;0,11;5,76
PBANKA_1351900;schizont;0,22;5,44
PBANKA_1352000;schizont;0,24;6,7
PBANKA_1352100;schizont;0,07;5,47
PBANKA_1352200;schizont;0,04;4,11
PBANKA_1352300;schizont;0,15;5,53
PBANKA_1352400;schizont;0,3;6,48
PBANKA_1352500;schizont;0,14;3,98
PBANKA_1352600;schizont;0,05;4,44
PBANKA_1352621:tRNA;schizont;0,05;4,98
PBANKA_1352641:tRNA;schizont;0,05;3,14
PBANKA_1352700;schizont;0,24;5,67
PBANKA_1352800;schizont;0,58;7
PBANKA_1352900;schizont;0,13;5,64
PBANKA_1353000;schizont;0,07;3,99
PBANKA_1353100;schizont;0,4;6,56
PBANKA_1353200;schizont;0,06;4,54
PBANKA_1353300;schizont;0,12;5,87
PBANKA_1353400;schizont;0,08;4,83
PBANKA_1353500;schizont;0,02;5
PBANKA_1353600;schizont;0,03;4,34
PBANKA_1353700;schizont;0,34;6,22
PBANKA_1353800;schizont;0,27;3,31
PBANKA_1353900;schizont;0,2;5,21
PBANKA_1354000;schizont;0,39;7,59
PBANKA_1354100;schizont;0,49;7,59
PBANKA_1354200;schizont;0,15;5,96
PBANKA_1354300;schizont;0,51;8,11
PBANKA_1354351:tRNA;schizont;0,09;3,67
PBANKA_1354380;schizont;0,68;5,09
PBANKA_1354400;schizont;0,35;7,46
PBANKA_1354500;schizont;0,4;7,39
PBANKA_1354550;schizont;0,06;3,83
PBANKA_1354600;schizont;0;1,65
PBANKA_1354700;schizont;0,07;5,38
PBANKA_1354800;schizont;0,27;5,29
PBANKA_1354900;schizont;0,21;2,84
PBANKA_1355000;schizont;0,13;5,36
PBANKA_1355100;schizont;0,39;7,57
PBANKA_1355200;schizont;0,43;6,58
PBANKA_1355300;schizont;0,11;4,77
PBANKA_1355400;schizont;0,02;4,11
PBANKA_1355500;schizont;0,07;5,87
PBANKA_1355600;schizont;0,03;4,69
PBANKA_1355700;schizont;0,63;8,88
PBANKA_1355800;schizont;0,14;6,74
PBANKA_1355900;schizont;0,13;3,77
PBANKA_1356000;schizont;0,32;6,79
PBANKA_1356100;schizont;0,46;7,65
PBANKA_1356200;schizont;0,32;5,86
PBANKA_1356300;schizont;0,26;6,74
PBANKA_1356400;schizont;0,13;5,67
PBANKA_1356500;schizont;0,33;6,13
PBANKA_1356600;schizont;0,03;2,76
PBANKA_1356700;schizont;0,55;7,68
PBANKA_1356800;schizont;0,61;8,92
PBANKA_1356900;schizont;0,06;5,68
PBANKA_1357000;schizont;0,02;4,33
PBANKA_1357100;schizont;0,2;6,35
PBANKA_1357200;schizont;0,25;6,01
PBANKA_1357300;schizont;0,59;7,94
PBANKA_1357400;schizont;0,08;5,45
PBANKA_1357500;schizont;0,02;5,46
PBANKA_1357600;schizont;0,05;5,35
PBANKA_1357700;schizont;0,12;5,65
PBANKA_1357800;schizont;0,3;6,34
PBANKA_1357900;schizont;0,41;6,36
PBANKA_1358000;schizont;0,47;8,44
PBANKA_1358100;schizont;0,03;5,16
PBANKA_1358200;schizont;0,56;7,55
PBANKA_1358300;schizont;0,19;6,2
PBANKA_1358400;schizont;0,05;5,52
PBANKA_1358500;schizont;0,38;8,1
PBANKA_1358600;schizont;0,04;6,81
PBANKA_1358700;schizont;0,11;5,52
PBANKA_1358800;schizont;0,1;6,04
PBANKA_1358900;schizont;0,06;5,22
PBANKA_1359000;schizont;0,39;6,87
PBANKA_1359100;schizont;0,02;3,99
PBANKA_1359200;schizont;0,24;7,99
PBANKA_1359300;schizont;0,08;6,08
PBANKA_1359400;schizont;0,1;5,91
PBANKA_1359500;schizont;0,07;4,22
PBANKA_1359600;schizont;0,07;3,41
PBANKA_1359700;schizont;0,04;3,2
PBANKA_1359800;schizont;0,07;5,61
PBANKA_1359900;schizont;0,03;6,13
PBANKA_1360000;schizont;0,07;5,5
PBANKA_1360100;schizont;0,31;8,16
PBANKA_1360200;schizont;0,11;5,24
PBANKA_1360300;schizont;0,11;5,56
PBANKA_1360400;schizont;0,14;3,54
PBANKA_1360500;schizont;0,44;7,42
PBANKA_1360600;schizont;0,07;4,35
PBANKA_1360700;schizont;0,08;5,05
PBANKA_1360800;schizont;0,1;5,32
PBANKA_1360900;schizont;0,13;7,43
PBANKA_1361000;schizont;0,58;6,16
PBANKA_1361100;schizont;0,17;5,59
PBANKA_1361200;schizont;0,32;5,51
PBANKA_1361300;schizont;0,07;5,37
PBANKA_1361400;schizont;0,48;6,37
PBANKA_1361500;schizont;0,05;2,93
PBANKA_1361600;schizont;0,04;2,58
PBANKA_1361700;schizont;0,06;4,59
PBANKA_1361800;schizont;0,02;4,35
PBANKA_1361900;schizont;0,17;6,55
PBANKA_1362000;schizont;0,22;7,12
PBANKA_1362100;schizont;0,16;5,08
PBANKA_1362200;schizont;0,12;5,33
PBANKA_1362300;schizont;0,52;6,71
PBANKA_1362400;schizont;0,33;5,66
PBANKA_1362500;schizont;0,26;6,9
PBANKA_1362600;schizont;0,18;5,03
PBANKA_1362700;schizont;0,01;5,97
PBANKA_1362800;schizont;0,01;5,39
PBANKA_1362900;schizont;0,29;5,93
PBANKA_1363000;schizont;0,15;5,96
PBANKA_1363100;schizont;0,29;4,97
PBANKA_1363200;schizont;0,11;4,44
PBANKA_1363300;schizont;0,56;8,19
PBANKA_1363400;schizont;0,39;6,33
PBANKA_1363500;schizont;0,04;4,12
PBANKA_1363600;schizont;0,05;2,88
PBANKA_1363700;schizont;0,04;4,83
PBANKA_1363800;schizont;0,07;5,8
PBANKA_1363900;schizont;0,05;5,02
PBANKA_1364000;schizont;0,11;5,29
PBANKA_1364100;schizont;0,05;5,38
PBANKA_1364200;schizont;0,44;7,89
PBANKA_1364250;schizont;0,05;4,45
PBANKA_1364300;schizont;0,17;5,02
PBANKA_1364400;schizont;0,68;9,19
PBANKA_1364500;schizont;0,42;7,78
PBANKA_1364600;schizont;0,18;5,82
PBANKA_1364700;schizont;0,46;5,83
PBANKA_1364800;schizont;0,33;5,56
PBANKA_1364900;schizont;0,2;6,49
PBANKA_1365000;schizont;0,07;3,54
PBANKA_1365100;schizont;0,21;5,26
PBANKA_1365200;schizont;0,54;8,49
PBANKA_1365300;schizont;0,16;5,53
PBANKA_1365400;schizont;0,04;6,12
PBANKA_1365500;schizont;0,52;7,89
PBANKA_1365550;schizont;0,05;3,62
PBANKA_1365600;schizont;0,24;7,07
PBANKA_1365650;schizont;0,01;6,84
PBANKA_1365680;schizont;0,24;6,8
PBANKA_1365700;schizont;0;0
PBANKA_1365721;schizont;0,04;3,08
PBANKA_1400011;schizont;0;0
PBANKA_1400021;schizont;0;0
PBANKA_1400031;schizont;0,17;2,86
PBANKA_1400041;schizont;0,02;3,25
PBANKA_1400051;schizont;0,03;7,11
PBANKA_1400061;schizont;0,02;7,65
PBANKA_1400071;schizont;0;10,97
PBANKA_1400081;schizont;0;7,71
PBANKA_1400086;schizont;0;0
PBANKA_1400091;schizont;0,55;7,74
PBANKA_1400096;schizont;0,11;5,03
PBANKA_1400100;schizont;0;0
PBANKA_1400200;schizont;0;4,76
PBANKA_1400300;schizont;0,01;6,94
PBANKA_1400400;schizont;0,24;7,29
PBANKA_1400500;schizont;0;2,31
PBANKA_1400600;schizont;0,75;9,56
PBANKA_1400700;schizont;0,86;9,45
PBANKA_1400800;schizont;0,43;7,32
PBANKA_1400900;schizont;0,09;3,94
PBANKA_1401000;schizont;0,04;4,11
PBANKA_1401100;schizont;0,14;5,8
PBANKA_1401200;schizont;0,25;6,94
PBANKA_1401300;schizont;0,31;7,7
PBANKA_1401400;schizont;0;8,54
PBANKA_1401500;schizont;0,15;6,02
PBANKA_1401600;schizont;0,18;5,95
PBANKA_1401700;schizont;0,01;2,97
PBANKA_1401800;schizont;0,03;4,52
PBANKA_1401900;schizont;0,36;7,24
PBANKA_1402000;schizont;0,43;7,3
PBANKA_1402100;schizont;0,14;5,67
PBANKA_1402200;schizont;0,04;4,77
PBANKA_1402300;schizont;0,3;6,2
PBANKA_1402400;schizont;0,06;4,04
PBANKA_1402500;schizont;0,32;6,01
PBANKA_1402600;schizont;0,33;6,97
PBANKA_1402700;schizont;0,07;5,56
PBANKA_1402800;schizont;0,01;7,1
PBANKA_1402900;schizont;0;5,68
PBANKA_1403000;schizont;0,01;1,35
PBANKA_1403100;schizont;0,02;6,36
PBANKA_1403200;schizont;0,06;6,42
PBANKA_1403250;schizont;0,29;4
PBANKA_1403300;schizont;0,04;5,92
PBANKA_1403400;schizont;0,02;6,38
PBANKA_1403500;schizont;0,22;6,05
PBANKA_1403600;schizont;0,01;3,98
PBANKA_1403700;schizont;0,02;2,96
PBANKA_1403800;schizont;0,09;5,02
PBANKA_1403900;schizont;0,16;6,06
PBANKA_1404000;schizont;0,02;5,69
PBANKA_1404100;schizont;0,02;4,08
PBANKA_1404200;schizont;0;2,36
PBANKA_1404300;schizont;0;0
PBANKA_1404400;schizont;0,05;4,22
PBANKA_1404500;schizont;0,22;5,61
PBANKA_1404600;schizont;0,02;5,53
PBANKA_1404700;schizont;0,09;5,72
PBANKA_1404800;schizont;0,09;3,94
PBANKA_1404900;schizont;0,33;6,8
PBANKA_1405000;schizont;0,04;3,27
PBANKA_1405100;schizont;0,04;5,41
PBANKA_1405200;schizont;0,25;5,72
PBANKA_1405300;schizont;0,14;5,43
PBANKA_1405400;schizont;0,15;5,85
PBANKA_1405500;schizont;0,1;5,96
PBANKA_1405600;schizont;0,28;6,69
PBANKA_1405700;schizont;0,01;2,03
PBANKA_1405800;schizont;0,08;4,29
PBANKA_1405900;schizont;0,15;5,07
PBANKA_1406000;schizont;0,49;5,3
PBANKA_1406100;schizont;0,38;6,35
PBANKA_1406200;schizont;0,64;6,5
PBANKA_1406300;schizont;0,44;6,51
PBANKA_1406400;schizont;0,45;8,11
PBANKA_1406500;schizont;0,5;8,02
PBANKA_1406600;schizont;0,05;5,39
PBANKA_1406700;schizont;0,3;7,91
PBANKA_1406800;schizont;0,35;7,83
PBANKA_1406900;schizont;0,13;5,65
PBANKA_1407000;schizont;0,13;5,32
PBANKA_1407100;schizont;0,04;4,7
PBANKA_1407200;schizont;0,05;5,88
PBANKA_1407300;schizont;0,27;6,03
PBANKA_1407400;schizont;0,5;6,42
PBANKA_1407500;schizont;0;0
PBANKA_1407600;schizont;0,6;7,81
PBANKA_1407650;schizont;0,05;4,37
PBANKA_1407700;schizont;0,51;5,93
PBANKA_1407800;schizont;0,14;5,73
PBANKA_1407900;schizont;0,12;4,49
PBANKA_1408000;schizont;0,28;5,61
PBANKA_1408100;schizont;0,13;5,65
PBANKA_1408200;schizont;0,04;4,93
PBANKA_1408300;schizont;0,02;4,89
PBANKA_1408400;schizont;0;0
PBANKA_1408500;schizont;0,06;5,17
PBANKA_1408600;schizont;0,09;6,19
PBANKA_1408700;schizont;0,45;7,63
PBANKA_1408800;schizont;0,06;6,65
PBANKA_1408900;schizont;0,08;6,06
PBANKA_1409000;schizont;0,05;5,96
PBANKA_1409100;schizont;0,1;6,28
PBANKA_1409200;schizont;0,73;9,15
PBANKA_1409300;schizont;0,17;6,21
PBANKA_1409400;schizont;0,04;6,97
PBANKA_1409500;schizont;0,07;6,51
PBANKA_1409600;schizont;0,09;3,61
PBANKA_1409700;schizont;0,03;4,41
PBANKA_1409800;schizont;0,08;5,86
PBANKA_1409900;schizont;0,1;5,84
PBANKA_1410000;schizont;0,19;6,26
PBANKA_1410100;schizont;0,83;8,06
PBANKA_1410200;schizont;0,19;7,43
PBANKA_1410300;schizont;0,48;8,05
PBANKA_1410400;schizont;0,15;6
PBANKA_1410500;schizont;0,05;6,92
PBANKA_1410600;schizont;0,2;5,21
PBANKA_1410700;schizont;0,11;6,46
PBANKA_1410800;schizont;0,04;3,03
PBANKA_1410900;schizont;0,01;8,35
PBANKA_1410950;schizont;0,19;6,58
PBANKA_1411000;schizont;0,05;6,52
PBANKA_1411100;schizont;0,04;5,88
PBANKA_1411200;schizont;0,48;7,06
PBANKA_1411300;schizont;0,43;5,79
PBANKA_1411400;schizont;0,04;4,06
PBANKA_1411500;schizont;0,02;6,28
PBANKA_1411600;schizont;0;0
PBANKA_1411700;schizont;0,03;7,43
PBANKA_1411800;schizont;0,03;4,31
PBANKA_1411900;schizont;0,42;6,33
PBANKA_1412000;schizont;0,3;6,81
PBANKA_1412100;schizont;0,03;5,32
PBANKA_1412200;schizont;0,11;4,59
PBANKA_1412300;schizont;0,09;6,11
PBANKA_1412400;schizont;0,04;4,57
PBANKA_1412500;schizont;0,02;6,1
PBANKA_1412600;schizont;0,06;4,65
PBANKA_1412800;schizont;0,01;6,2
PBANKA_1412900;schizont;0,07;5,61
PBANKA_1413000;schizont;0,12;5,01
PBANKA_1413100;schizont;0,04;5,82
PBANKA_1413200;schizont;0,3;5,33
PBANKA_1413300;schizont;0,05;4,85
PBANKA_1413400;schizont;0,11;6,43
PBANKA_1413500;schizont;0,34;7,13
PBANKA_1413600;schizont;0,22;5,85
PBANKA_1413700;schizont;0,16;5,71
PBANKA_1413800;schizont;0,47;7,82
PBANKA_1413900;schizont;0,76;8,32
PBANKA_1414000;schizont;0,53;6,64
PBANKA_1414100;schizont;0,53;7,47
PBANKA_1414200;schizont;0,31;5,91
PBANKA_1414300;schizont;0,05;5,21
PBANKA_1414400;schizont;0,08;5,26
PBANKA_1414500;schizont;0,13;4,02
PBANKA_1414600;schizont;0,09;5,14
PBANKA_1414700;schizont;0,05;5,47
PBANKA_1414800;schizont;0,13;4,09
PBANKA_1414900;schizont;0,39;6,62
PBANKA_1415000;schizont;0,3;5,4
PBANKA_1415100;schizont;0,43;7,63
PBANKA_1415200;schizont;0,13;4,38
PBANKA_1415300;schizont;0,09;5,87
PBANKA_1415400;schizont;0,17;4,71
PBANKA_1415500;schizont;0,06;5,46
PBANKA_1415600;schizont;0,23;6,56
PBANKA_1415700;schizont;0,18;5,56
PBANKA_1415800;schizont;0,01;4,65
PBANKA_1415900;schizont;0,02;3,95
PBANKA_1416000;schizont;0,05;4,92
PBANKA_1416100;schizont;0,16;5,66
PBANKA_1416200;schizont;0,03;3,97
PBANKA_1416300;schizont;0,28;7,7
PBANKA_1416400;schizont;0,19;6,6
PBANKA_1416500;schizont;0,42;7,15
PBANKA_1416600;schizont;0,06;5,05
PBANKA_1416700;schizont;0;0
PBANKA_1416800;schizont;0,05;5,81
PBANKA_1416900;schizont;0,09;4,44
PBANKA_1417000;schizont;0,02;4,76
PBANKA_1417100;schizont;0,02;4,77
PBANKA_1417200;schizont;0,46;7,7
PBANKA_1417300;schizont;0,72;7,22
PBANKA_1417400;schizont;0,06;3,91
PBANKA_1417500;schizont;0,07;5,15
PBANKA_1417600;schizont;0,79;7,5
PBANKA_1417700;schizont;0,18;3,34
PBANKA_1417800;schizont;0,14;6,34
PBANKA_1417900;schizont;0,32;5,8
PBANKA_1418000;schizont;0;3,51
PBANKA_1418100;schizont;0,02;3,15
PBANKA_1418200;schizont;0,09;5,56
PBANKA_1418300;schizont;0,54;8,06
PBANKA_1418400;schizont;0,11;6,26
PBANKA_1418500;schizont;0,02;4,23
PBANKA_1418600;schizont;0,01;2,69
PBANKA_1418700;schizont;0;5,75
PBANKA_1418800;schizont;0,09;4,6
PBANKA_1418900;schizont;0,21;5,42
PBANKA_1419000;schizont;0,39;7,09
PBANKA_1419100;schizont;0,17;5,85
PBANKA_1419200;schizont;0,16;6,95
PBANKA_1419300;schizont;0,07;3,1
PBANKA_1419400;schizont;0,02;4,83
PBANKA_1419500;schizont;0,01;4,98
PBANKA_1419600;schizont;0,16;5,15
PBANKA_1419700;schizont;0,1;6,51
PBANKA_1419800;schizont;0,51;7,4
PBANKA_1419900;schizont;0,06;6,11
PBANKA_1420000;schizont;0,25;6,02
PBANKA_1420100;schizont;0,07;4,64
PBANKA_1420200;schizont;0,01;6,7
PBANKA_1420300;schizont;0,24;6,1
PBANKA_1420400;schizont;0,15;6,08
PBANKA_1420500;schizont;0,5;7,97
PBANKA_1420600;schizont;0,89;10,56
PBANKA_1420700;schizont;0,04;4,64
PBANKA_1420800;schizont;0,26;6,11
PBANKA_1420900;schizont;0,22;6
PBANKA_1421000;schizont;0,07;3,86
PBANKA_1421100;schizont;0,04;5,26
PBANKA_1421200;schizont;0,07;5,05
PBANKA_1421221:tRNA;schizont;0,02;3,18
PBANKA_1421241:tRNA;schizont;0,03;3,83
PBANKA_1421261:tRNA;schizont;0,01;6,9
PBANKA_1421300;schizont;0,01;3,91
PBANKA_1421400;schizont;0,04;4,08
PBANKA_1421500;schizont;0,15;4,02
PBANKA_1421600;schizont;0,01;5,55
PBANKA_1421700;schizont;0,15;2,69
PBANKA_1421800;schizont;0,08;5,42
PBANKA_1421900;schizont;0,01;4,09
PBANKA_1422000;schizont;0,01;4,96
PBANKA_1422100;schizont;0,01;2,66
PBANKA_1422200;schizont;0,02;4,23
PBANKA_1422300;schizont;0,02;6,18
PBANKA_1422400;schizont;0,03;4,71
PBANKA_1422500;schizont;0,02;5,2
PBANKA_1422600;schizont;0,04;6,12
PBANKA_1422700;schizont;0,21;6,99
PBANKA_1422800;schizont;0,01;2,01
PBANKA_1422900;schizont;0,16;3,29
PBANKA_1423000;schizont;0,61;8,04
PBANKA_1423100;schizont;0,26;6,04
PBANKA_1423200;schizont;0,22;6,66
PBANKA_1423300;schizont;0,54;7,35
PBANKA_1423400;schizont;0,18;6,47
PBANKA_1423500;schizont;0,36;7,58
PBANKA_1423600;schizont;0,41;7,58
PBANKA_1423700;schizont;0,04;2,35
PBANKA_1423800;schizont;0,04;5,5
PBANKA_1423900;schizont;0,04;4,5
PBANKA_1424000;schizont;0,09;5,75
PBANKA_1424100;schizont;0,01;3,74
PBANKA_1424200;schizont;0,04;5,72
PBANKA_1424300;schizont;0,56;8,69
PBANKA_1424400;schizont;0,05;6,42
PBANKA_1424500;schizont;0,36;6,42
PBANKA_1424600;schizont;0,6;6,67
PBANKA_1424700;schizont;0,03;6,87
PBANKA_1424800;schizont;0,03;5,67
PBANKA_1424900;schizont;0,08;5,58
PBANKA_1425000;schizont;0,25;7,21
PBANKA_1425100;schizont;0,14;5,23
PBANKA_1425200;schizont;0,13;6,2
PBANKA_1425300;schizont;0,02;5,96
PBANKA_1425350;schizont;0,06;4,53
PBANKA_1425400;schizont;0,05;5,16
PBANKA_1425500;schizont;0,03;4,03
PBANKA_1425600;schizont;0,07;5,35
PBANKA_1425700;schizont;0,03;5,1
PBANKA_1425800;schizont;0,28;6,22
PBANKA_1425900;schizont;0,57;9,42
PBANKA_1426000;schizont;0,42;6,78
PBANKA_1426100;schizont;0,06;5,58
PBANKA_1426200;schizont;0,6;7,47
PBANKA_1426300;schizont;0,18;5,73
PBANKA_1426400;schizont;0,29;5,2
PBANKA_1426500;schizont;0,51;7,41
PBANKA_1426600;schizont;0,51;7,53
PBANKA_1426700;schizont;0,15;5,63
PBANKA_1426800;schizont;0,02;4,6
PBANKA_1426900;schizont;0,3;6,66
PBANKA_1427000;schizont;0,03;2,89
PBANKA_1427100;schizont;0,22;5,54
PBANKA_1427200;schizont;0,06;4,47
PBANKA_1427300;schizont;0,02;5,43
PBANKA_1427400;schizont;0,06;4,95
PBANKA_1427500;schizont;0,15;5,78
PBANKA_1427600;schizont;0,12;5,35
PBANKA_1427700;schizont;0;0,66
PBANKA_1427800;schizont;0,05;4,67
PBANKA_1427900;schizont;0,06;5,93
PBANKA_1428000;schizont;0,14;5,72
PBANKA_1428100;schizont;0,29;5,78
PBANKA_1428200;schizont;0,12;5,07
PBANKA_1428300;schizont;0,03;5,69
PBANKA_1428400;schizont;0,05;5,98
PBANKA_1428500;schizont;0,09;5,28
PBANKA_1428600;schizont;0,03;4,08
PBANKA_1428700;schizont;0,22;6,83
PBANKA_1428800;schizont;0,02;6,12
PBANKA_1428900;schizont;0,5;7,57
PBANKA_1428980;schizont;0,13;4,98
PBANKA_1429000;schizont;0,02;5,96
PBANKA_1429100;schizont;0,12;4,67
PBANKA_1429200;schizont;0,12;3,63
PBANKA_1429300;schizont;0,04;4,72
PBANKA_1429400;schizont;0,34;5,69
PBANKA_1429500;schizont;0,09;5,84
PBANKA_1429600;schizont;0,35;6,88
PBANKA_1429700;schizont;0,04;5,7
PBANKA_1429800;schizont;0,01;1,93
PBANKA_1429900;schizont;0,17;5,54
PBANKA_1430000;schizont;0,03;5,13
PBANKA_1430100;schizont;0,02;2,59
PBANKA_1430200;schizont;0,02;3,3
PBANKA_1430300;schizont;0,13;3,25
PBANKA_1430400;schizont;0,02;4,82
PBANKA_1430500;schizont;0,02;4,56
PBANKA_1430600;schizont;0,11;4,24
PBANKA_1430700;schizont;0,46;8,58
PBANKA_1430800;schizont;0,04;3,87
PBANKA_1430900;schizont;0,04;4,2
PBANKA_1431000;schizont;0;6,97
PBANKA_1431050;schizont;0,09;6,16
PBANKA_1431100;schizont;0,32;5,51
PBANKA_1431200;schizont;0,16;3,3
PBANKA_1431300;schizont;0,03;4,65
PBANKA_1431400;schizont;0,04;3,71
PBANKA_1431500;schizont;0,04;4,26
