UMAP_1;UMAP_2;Ident
2,225378761;1,6765655;Female
-9,088741293;13,52516732;Male
2,480945597;1,627818795;Female
1,748527775;0,844812976;Female
1,037687669;1,262279423;Female
-9,361523619;13,58185467;Male
2,260439167;1,15930769;Female
1,886160145;0,813517662;Female
1,952888498;0,90219784;Female
-9,415930738;13,3578957;Male
-9,320814123;13,2673491;Male
-9,021970739;13,22729287;Male
-9,167860021;13,19007763;Male
2,002927551;0,996149355;Female
1,636896143;0,652759107;Female
1,73347343;0,766674818;Female
1,205454002;0,879523443;Female
-9,351065626;13,56613526;Male
2,21028472;1,176299179;Female
1,427077065;0,664205464;Female
2,329857836;1,291426482;Female
-9,154573431;13,13602147;Male
2,13449956;1,159831168;Female
1,840683708;1,389600249;Female
-9,366571417;13,49986634;Male
2,505354414;1,615365835;Female
-9,291823377;13,53867802;Male
1,295105825;0,883545818;Female
2,509384165;2,795463772;Female
2,5567484;2,487452837;Female
2,251386414;2,873553367;Female
-9,166629782;14,57742581;Male
1,981274853;2,411314221;Female
2,489027271;1,520894082;Female
2,332802067;2,813627096;Female
-8,889778128;14,31858716;Male
2,220364342;2,873716922;Female
1,804434071;2,101644965;Female
2,264328013;2,699595304;Female
2,314565668;2,500389429;Female
-9,077034941;14,48375783;Male
1,157867203;2,135767313;Female
1,926458845;2,756476493;Female
1,592145095;2,73343608;Female
1,554805646;2,541147681;Female
-8,896203031;14,40472683;Male
2,044444094;2,458124252;Female
1,30048419;2,458551498;Female
2,092093239;2,87094483;Female
1,831184635;2,826839777;Female
1,805826316;1,907591613;Female
1,939865956;2,198954554;Female
1,773833881;2,127685757;Female
1,740681062;2,706206294;Female
1,980672846;2,675434323;Female
2,220482359;1,899770768;Female
-9,00954627;14,14828667;Male
-8,858829489;14,43846116;Male
1,256499419;1,755753847;Female
-9,160213461;14,45457635;Male
1,889340649;2,311662288;Female
-9,048357;14,52303681;Male
2,082827101;2,70294437;Female
1,037938485;2,062158378;Female
2,227175722;2,84266028;Female
1,256867061;1,892478498;Female
-8,920965185;14,25711522;Male
1,49899281;2,04808286;Female
1,036462555;2,22856948;Female
1,564555178;2,737524601;Female
1,844638596;2,644107314;Female
-9,038509359;14,11707768;Male
1,175724158;1,936621578;Female
0,857926498;1,555511178;Female
-8,89280509;14,32460961;Male
1,613711963;2,675002308;Female
1,477562556;2,544818373;Female
-9,109982481;14,39473519;Male
1,992993364;2,140496584;Female
1,940901647;2,087426873;Female
1,85958899;0,933367239;Female
2,092365751;2,793116184;Female
-8,890808096;14,21814808;Male
1,619055758;2,408904286;Female
0,880111644;1,402181508;Female
-8,83169364;14,23122773;Male
-8,813352575;14,29047474;Male
-9,226304998;13,68775162;Male
0,922745595;1,60102305;Female
1,192056069;1,580989273;Female
1,425913344;2,114793749;Female
1,142600308;2,147269102;Female
2,372027168;2,770370098;Female
1,23254467;1,312664615;Female
0,740967939;1,480724366;Female
0,81784452;1,734093698;Female
2,426278124;2,74545631;Female
0,836771557;1,729389461;Female
2,130462179;1,998748692;Female
-8,871815672;13,9668015;Male
-8,997304907;14,4453238;Male
-9,003053656;13,92170415;Male
0,939429352;1,805317374;Female
0,860265801;1,675661119;Female
1,844395647;2,067424448;Female
1,039471278;1,736267002;Female
-9,165651312;14,31949219;Male
2,506167898;2,472802611;Female
-8,902594557;13,84051213;Male
1,403185616;2,481949421;Female
1,962294111;2,689652892;Female
-9,111371031;14,36829457;Male
1,27868391;1,982624503;Female
1,795723329;2,184548469;Female
1,284448395;1,959699305;Female
2,051009665;2,742292019;Female
0,945925007;1,764009507;Female
1,983089695;2,009019943;Female
1,582340846;1,845110865;Female
2,398020039;2,230799647;Female
1,299516807;7,30928597;Female
1,70391799;2,630179735;Female
1,809762368;2,674667569;Female
-8,848197927;14,20957455;Male
1,091766009;1,482484939;Female
1,017892251;1,046672901;Female
1,377026687;1,934564443;Female
1,004562328;1,101872986;Female
-9,268388739;13,93190178;Male
-9,309458723;14,44846139;Male
1,432359944;2,539840074;Female
0,992609987;1,816813262;Female
1,011647353;1,68415484;Female
-8,953043928;14,29326424;Male
